key1,key2,value
1,1,1.329858868425543
1,2,0.7582905542450835
1,3,1.49626912031778
2,1,0.3480546864198879
2,2,1.1382105097316186
2,3,0.8121503375163257
3,1,1.667450338608115
3,2,0.6077498985367076
3,3,0.4203653697652838
4,1,1.5715176549551602
4,2,1.2133231409595253
4,3,0.6444984594730763
5,1,0.8835720336759059
5,2,1.3512544663801997
5,3,1.0223479937491742
6,1,1.587470798212004
6,2,1.9196640073660725
6,3,1.4719228918804435
7,1,1.3177014899968436
7,2,0.5675728099860549
7,3,1.3277076726099974
8,1,1.238521610724751
8,2,0.18677440015112534
8,3,1.9039993249049505
9,1,0.4697371970533679
9,2,0.6208389285898306
9,3,1.6131257891525317
10,1,0.29470792449154537
10,2,0.09242743618551685
10,3,1.9678720455637029
