key1,key2,value
1,1,1.9087442762195472
1,2,23.622467730837865
1,3,28.082656442285103
1,4,16.45374624713054
1,5,31.20186046374399
1,6,16.471897099032354
1,7,3.2688706059484325
1,8,0.0
1,9,22.08910759202417
1,10,26.35766819201432
1,11,1.882927065075048
1,12,15.625998047228137
1,13,26.374716860237193
1,14,17.079942480772534
1,15,30.48196106281406
1,16,14.185513565898734
1,17,28.766603657405586
1,18,4.822639533834182
1,19,0.5149709436485921
1,20,21.05318417459566
1,21,13.00706641133658
1,22,7.5580706840701515
1,23,7.073148060789523
1,24,12.227595433511127
1,25,5.423307859986392
1,26,1.0403750780195349
1,27,18.48113404977349
1,28,8.103136822186741
1,29,18.82323307340032
1,30,20.658173795183373
1,31,9.965528043087438
1,32,8.954205961837456
1,33,23.872240022573653
1,34,7.770043834846646
1,35,2.0116338950423636
1,36,15.970571571437315
1,37,11.514464061098353
1,38,20.939777120823997
1,39,17.251097661755328
1,40,15.677473946389245
2,1,4.371502965685912
2,2,29.55215977472179
2,3,20.237970474799507
2,4,15.503405274795417
2,5,10.694159267285526
2,6,1.5651587631751633
2,7,13.00181825914356
2,8,22.960570576779702
2,9,20.38812600930267
2,10,0.0
2,11,6.206664651140969
2,12,10.724324617137373
2,13,13.073067654626012
2,14,2.191169693980079
2,15,16.291200807846327
2,16,15.779911717355857
2,17,0.0
2,18,26.04313700362788
2,19,2.8972648842538336
2,20,27.340970556246152
2,21,20.2853365330303
2,22,25.67390186408572
2,23,16.274506352547814
2,24,16.732060764541025
2,25,7.3571103603965
2,26,28.726023755480654
2,27,8.869808251429335
2,28,20.99776539422339
2,29,3.8998193440969064
2,30,21.6885802042934
2,31,17.16891200259576
2,32,9.550917048025276
2,33,21.980066709243783
2,34,10.355775911349493
2,35,11.810867763250924
2,36,26.873102463820388
2,37,0.9462569290295457
2,38,28.311838405557587
2,39,9.061327737969805
2,40,31.120239167897047
3,1,13.874917960563593
3,2,10.075259447763223
3,3,16.870371191227743
3,4,26.032176682185828
3,5,21.238999073204408
3,6,17.528202677965695
3,7,13.188530583072652
3,8,13.465598490289945
3,9,23.567189303421078
3,10,11.941765390088955
3,11,22.25098341670589
3,12,12.665275154048366
3,13,1.5574414677904125
3,14,3.053031551091239
3,15,29.90002472228447
3,16,19.1362301002915
3,17,9.494010271943196
3,18,0.0
3,19,13.302458963643804
3,20,8.160162972244656
3,21,23.318574684295914
3,22,14.746525398934399
3,23,28.39604746438561
3,24,25.668811225133886
3,25,4.073312666465167
3,26,14.548035533116977
3,27,13.199481587555617
3,28,7.796063827128386
3,29,23.04747907516192
3,30,0.03776038403626103
3,31,1.9835823698724218
3,32,29.75471460597187
3,33,7.033027378569741
3,34,15.419265745635862
3,35,5.360966784719008
3,36,30.96816516924469
3,37,22.237385067422768
3,38,21.302237405940676
3,39,24.71439088469269
3,40,12.530242899156818
