key1,key2,value
1,1,0.4887867390665679
1,2,0.44610343260752916
1,3,0.9605203782802877
2,1,0.4745822890615481
2,2,0.5513337206077568
2,3,0.34424900385375024
3,1,0.8376537702567273
3,2,0.2586599271667087
3,3,0.8308702013555954
4,1,0.09039192114077044
4,2,0.027450489897770214
4,3,0.04965104284068489
5,1,0.8538213265855465
5,2,0.7798301351436794
5,3,0.2143185873114406
6,1,0.22135107701554813
6,2,0.2251120409197751
6,3,0.20673098615619223
7,1,0.6515873328559636
7,2,0.5132812337581243
7,3,0.864629930111048
8,1,0.9671383557287806
8,2,0.6821997315354494
8,3,0.47409720652934484
9,1,0.13231409078368206
9,2,0.17320065648214478
9,3,0.8008648083244542
10,1,0.22377003172330878
10,2,0.6083438828966435
10,3,0.9430049680580176
11,1,0.7127404881047043
11,2,0.709368196448239
11,3,0.2753785582170396
12,1,0.8954829750692505
12,2,0.8515861730926424
12,3,0.45899801889060965
13,1,0.21820905407293145
13,2,0.30214509127435196
13,3,0.5206378983282358
14,1,0.6236060961868802
14,2,0.5844871558421262
14,3,0.007347572680664882
15,1,0.9994293798681754
15,2,0.9664854544645841
15,3,0.8393784193264675
16,1,0.5614571172546008
16,2,0.5937725425440825
16,3,0.282676877815097
17,1,0.6844131358571688
17,2,0.4817384188163061
17,3,0.33628365388781545
18,1,0.276483249966761
18,2,0.3251370702795058
18,3,0.2768849302913763
19,1,0.6561196052364541
19,2,0.9521877981154158
19,3,0.6514664687126213
20,1,0.18836008124000791
20,2,0.5172935855796514
20,3,0.24030207767849443
