key1,key2,key3,value
1,1,1,27.396132619516013
1,1,2,24.547802097476612
1,1,3,19.357782219521045
1,1,4,15.118379333766557
1,1,5,23.18933988168154
1,1,6,21.3609123125305
1,1,7,24.371159320166395
1,1,8,22.811030810091818
1,1,9,25.29731629191601
1,1,10,15.788588730636592
1,1,11,26.904364393805956
1,1,12,20.185597628154397
1,1,13,31.451565235751595
1,1,14,14.864873091462593
1,1,15,29.415782818991495
1,1,16,20.187464700775887
1,1,17,15.09149197831331
1,1,18,16.09668499567407
1,1,19,17.077916150834078
1,1,20,21.5449956784115
1,1,21,22.137012928212997
1,1,22,15.557799976368527
1,1,23,18.853872446434103
1,1,24,31.853622151671182
1,1,25,29.365259020604267
1,1,26,21.617942018044193
1,1,27,19.228020869009203
1,1,28,19.720187960309566
1,1,29,22.6811078363825
1,1,30,12.863244608809566
1,1,31,17.45574077545993
1,1,32,8.98849555673446
1,1,33,21.395338735631675
1,1,34,22.883175638216446
1,1,35,16.100881226203757
1,1,36,28.443920579740194
1,1,37,11.645406021985954
1,1,38,10.21375071874108
1,1,39,20.346710911359832
1,1,40,25.282589815672928
1,1,41,29.103566148747213
1,1,42,16.24669442278636
1,1,43,25.472085000587775
1,1,44,18.768949182995758
1,1,45,17.96423620035508
1,1,46,24.301959624920034
1,1,47,22.913937270480517
1,1,48,9.541647058094505
1,1,49,27.859242098355374
1,1,50,27.28054812488471
1,1,51,15.246623790942824
1,1,52,21.374821200624453
1,1,53,21.964181117696434
1,1,54,20.564042594943444
1,1,55,15.69816907692748
1,1,56,14.97025979237169
1,1,57,18.84667557405133
1,1,58,26.03637411555619
1,1,59,22.261600927566594
1,1,60,16.776314007483364
1,1,61,23.63019226389007
1,1,62,1.9087442762195472
1,1,63,25.892594202232623
1,1,64,8.561717327331403
1,1,65,16.825354351581208
1,1,66,12.281980632243137
1,1,67,11.231911145674566
1,1,68,25.964960724271116
1,1,69,16.19379279212865
1,1,70,21.079023290384296
1,1,71,18.718476526724896
1,1,72,21.86224496333873
1,1,73,19.460931346361534
1,1,74,11.302046654868583
1,1,75,24.97760091668284
1,1,76,16.037460501032125
1,1,77,9.660508608041493
1,1,78,16.431309034204524
1,1,79,28.004558743805866
1,1,80,24.10133045268096
1,1,81,16.908087193552845
1,1,82,16.904453774089426
1,1,83,17.070189692695703
1,1,84,31.460487901365045
1,1,85,21.29161271338932
1,1,86,21.58024988314642
1,1,87,25.181700724191053
1,1,88,20.43273495415908
1,1,89,17.44574712507578
1,1,90,17.821900905490132
1,1,91,18.570392443515615
1,1,92,18.77666658094095
1,1,93,23.36577726182188
1,1,94,19.311675314843797
1,1,95,23.395840463293474
1,1,96,18.515700519348506
1,1,97,19.471811141896545
1,1,98,7.010795892807354
1,1,99,24.497966048214888
1,1,100,21.078930855387956
1,2,1,46.98806065915792
1,2,2,23.622467730837865
1,2,3,53.530248228684364
1,2,4,40.16246223106896
1,2,5,47.6490969004251
1,2,6,34.76056443724681
1,2,7,44.67664343037542
1,2,8,34.679506620958065
1,2,9,37.257386235825166
1,2,10,52.48418812320072
1,2,11,39.85590559541992
1,2,12,42.30459723907834
1,2,13,46.220406384132524
1,2,14,43.97409132783563
1,2,15,41.90251343086146
1,2,16,43.18976601479735
1,2,17,55.42049351142965
1,2,18,40.65428721779849
1,2,19,42.206594280289806
1,2,20,47.30392637604567
1,2,21,47.6331555977479
1,2,22,48.12218183336228
1,2,23,44.83238133217511
1,2,24,34.1419705236171
1,2,25,50.80058919380657
1,2,26,34.12192764188787
1,2,27,42.8158127914342
1,2,28,36.47434489988385
1,2,29,40.61516992044204
1,2,30,42.972574461820884
1,2,31,42.92814329270164
1,2,32,43.53152452541171
1,2,33,50.68226761435188
1,2,34,43.72120580908388
1,2,35,39.53506018825611
1,2,36,46.784523009730144
1,2,37,48.13682293354784
1,2,38,33.63435310917804
1,2,39,44.58440041909915
1,2,40,45.20703645386539
1,2,41,39.21461897984005
1,2,42,49.25424087986972
1,2,43,40.09966647780484
1,2,44,41.75345872082926
1,2,45,39.96156905429678
1,2,46,41.0934742854888
1,2,47,34.42234947862879
1,2,48,32.35969470443423
1,2,49,50.56703037934983
1,2,50,35.918231910090036
1,2,51,35.051645903262155
1,2,52,28.07965931837771
1,2,53,37.16622951386299
1,2,54,33.06146123955501
1,2,55,50.85209096081822
1,2,56,47.058902536055804
1,2,57,36.87109792893366
1,2,58,54.51461483206585
1,2,59,46.89059292194957
1,2,60,39.051011698948265
1,2,61,26.003565710758565
1,2,62,54.74565543554445
1,2,63,32.662565199418424
1,2,64,31.12760751825865
1,2,65,47.13542259205784
1,2,66,55.638514438035635
1,2,67,49.30563691106311
1,2,68,44.383454720314155
1,2,69,44.56852604999172
1,2,70,46.12049335268185
1,2,71,45.55357153872059
1,2,72,42.68714854381626
1,2,73,41.62520662371126
1,2,74,40.62444123260286
1,2,75,36.47621246679994
1,2,76,39.31594953879936
1,2,77,30.842259114827687
1,2,78,40.409962239231504
1,2,79,35.0684533570945
1,2,80,34.37846409670537
1,2,81,42.07936490692087
1,2,82,49.352013718067596
1,2,83,46.50989963601388
1,2,84,31.576996378260937
1,2,85,35.062231180577974
1,2,86,46.6446271279293
1,2,87,35.105075638770145
1,2,88,39.652201100017855
1,2,89,44.300312594147314
1,2,90,35.18993327081819
1,2,91,41.63225303687576
1,2,92,32.99584703049077
1,2,93,37.39179413629272
1,2,94,42.91869160485522
1,2,95,31.442037598809986
1,2,96,43.642848427762395
1,2,97,40.882173206439916
1,2,98,44.314939726502885
1,2,99,42.34348480438797
1,2,100,49.184842579843064
1,3,1,41.75134701588745
1,3,2,38.42356675324848
1,3,3,41.7337850181937
1,3,4,44.25978817421833
1,3,5,41.29316042195423
1,3,6,41.243550147223296
1,3,7,36.788049873159466
1,3,8,37.02259449469431
1,3,9,32.58436836920184
1,3,10,51.49746045912163
1,3,11,33.53682058765229
1,3,12,36.84256881322456
1,3,13,36.68955640658481
1,3,14,46.36954626166665
1,3,15,39.23030193024783
1,3,16,48.486452436042406
1,3,17,36.95905625453679
1,3,18,42.67396497334281
1,3,19,35.987917680441456
1,3,20,53.87089476664033
1,3,21,33.87440948582292
1,3,22,42.85892426136216
1,3,23,44.80266128559259
1,3,24,43.48279458470899
1,3,25,39.88827404673375
1,3,26,40.22107580159944
1,3,27,41.262868831874655
1,3,28,40.11798799022907
1,3,29,46.78327470076946
1,3,30,54.26313800954811
1,3,31,37.655049289953
1,3,32,32.78118212252553
1,3,33,40.470307709892474
1,3,34,56.47825602592591
1,3,35,36.17795259218161
1,3,36,50.8347008326644
1,3,37,51.06620488445864
1,3,38,37.678470549752035
1,3,39,44.41389847511165
1,3,40,50.770379738771226
1,3,41,38.725233554075075
1,3,42,39.77851783938583
1,3,43,37.509914516308136
1,3,44,34.9114596158428
1,3,45,37.104334729603956
1,3,46,33.65635839942646
1,3,47,41.204500809555356
1,3,48,36.38016061364815
1,3,49,42.40271547074449
1,3,50,31.664626122778238
1,3,51,42.98528139328674
1,3,52,46.00117376965355
1,3,53,29.037586144571268
1,3,54,43.244339419085435
1,3,55,48.36601395483975
1,3,56,33.742153887852766
1,3,57,51.03543432102622
1,3,58,43.51411405619627
1,3,59,36.76992886544954
1,3,60,40.66538553405376
1,3,61,44.349961475130335
1,3,62,41.456032348474466
1,3,63,44.23253595467821
1,3,64,35.4759584415238
1,3,65,42.01616494421647
1,3,66,32.51771301857012
1,3,67,40.3326436319078
1,3,68,35.57655415121126
1,3,69,36.5868203444614
1,3,70,48.416559051262624
1,3,71,47.54786072356561
1,3,72,44.65482872544306
1,3,73,34.44612341196453
1,3,74,39.10154930183119
1,3,75,48.2785861998751
1,3,76,41.85030148183943
1,3,77,54.91597723989017
1,3,78,43.35990703636623
1,3,79,42.15229469894019
1,3,80,39.14530121478499
1,3,81,41.80124542869369
1,3,82,40.08518098171674
1,3,83,45.24865206013154
1,3,84,46.74021390076751
1,3,85,36.284063236952306
1,3,86,33.01260227865333
1,3,87,29.98276776138022
1,3,88,44.04794796147526
1,3,89,34.37980036295676
1,3,90,28.082656442285103
1,3,91,43.331471627185785
1,3,92,55.95799710459674
1,3,93,40.96357453076064
1,3,94,46.03094464670985
1,3,95,41.49097615128539
1,3,96,40.406662080853145
1,3,97,46.51445889792661
1,3,98,39.25835273486809
1,3,99,42.60435388443142
1,3,100,42.93018683717608
1,4,1,27.99145727814171
1,4,2,37.95225409721914
1,4,3,30.95024145982755
1,4,4,27.46552904304293
1,4,5,35.21905906142242
1,4,6,26.609192109253776
1,4,7,32.16908694421477
1,4,8,31.94528602013478
1,4,9,38.51537339498947
1,4,10,34.84818939727972
1,4,11,31.849838247529135
1,4,12,36.90659779520172
1,4,13,40.34124529410388
1,4,14,35.346861838111174
1,4,15,32.06211571906028
1,4,16,24.128982605899044
1,4,17,25.609318021547764
1,4,18,30.168651773871993
1,4,19,28.342926787044302
1,4,20,30.878172182087322
1,4,21,32.33989954938264
1,4,22,35.178156526140384
1,4,23,31.577007331645454
1,4,24,34.91900986295721
1,4,25,32.38684648886072
1,4,26,20.147200601876772
1,4,27,26.363987637087476
1,4,28,31.13547466567031
1,4,29,24.741831542953356
1,4,30,35.599572379977225
1,4,31,41.18450499406218
1,4,32,39.3125711101839
1,4,33,30.719342774418752
1,4,34,40.94435682109971
1,4,35,32.892004743212674
1,4,36,29.977484173291764
1,4,37,28.319584018754362
1,4,38,30.18518188107123
1,4,39,29.67093908875263
1,4,40,33.022497334252925
1,4,41,32.96344388629919
1,4,42,32.01827612092049
1,4,43,34.621629018478096
1,4,44,39.143877648718046
1,4,45,37.69732481264794
1,4,46,23.09061218930058
1,4,47,16.676473190588272
1,4,48,37.60591946743564
1,4,49,23.798727809507472
1,4,50,30.6514075886439
1,4,51,24.97932184364384
1,4,52,21.188117374519884
1,4,53,35.24877636922873
1,4,54,36.554930961815884
1,4,55,28.540937595639683
1,4,56,16.45374624713054
1,4,57,28.722533310485105
1,4,58,34.35082403241528
1,4,59,23.12653058735523
1,4,60,33.100159518674936
1,4,61,31.90814090496203
1,4,62,35.47574899760653
1,4,63,32.71748221048492
1,4,64,26.161586354710668
1,4,65,39.17942900998695
1,4,66,31.04882256183818
1,4,67,31.836172762940407
1,4,68,26.400392245560823
1,4,69,29.34030649285094
1,4,70,26.691183715838594
1,4,71,30.962323640459463
1,4,72,42.270250880854064
1,4,73,23.768593142411863
1,4,74,22.31863161273955
1,4,75,40.82702196496165
1,4,76,30.744057937088805
1,4,77,27.9855635680405
1,4,78,38.23942812437646
1,4,79,28.366306761578816
1,4,80,42.956058281281614
1,4,81,36.067555228035616
1,4,82,29.072531551125785
1,4,83,44.943849279593024
1,4,84,28.36571046197997
1,4,85,36.45257223205584
1,4,86,33.79575548243895
1,4,87,39.81044773639279
1,4,88,41.369067180361114
1,4,89,32.1920248943946
1,4,90,27.4794927779229
1,4,91,34.7598328576347
1,4,92,27.933707781487364
1,4,93,44.08032348515974
1,4,94,32.81921198649643
1,4,95,29.808070692127348
1,4,96,33.10808183518945
1,4,97,23.917242262821823
1,4,98,26.170315768936092
1,4,99,39.20248344766655
1,4,100,28.058634326171624
1,5,1,36.71853410390836
1,5,2,46.21991651516372
1,5,3,50.11422492797798
1,5,4,47.3137198639904
1,5,5,48.9762861148349
1,5,6,38.45922946858324
1,5,7,34.46913599954894
1,5,8,52.00800191173292
1,5,9,41.06392096694719
1,5,10,41.49500190126972
1,5,11,50.96916485109435
1,5,12,46.33738005640396
1,5,13,45.735326632489645
1,5,14,55.990014069406506
1,5,15,39.13889061771914
1,5,16,48.56704076848742
1,5,17,43.34207874938251
1,5,18,44.61155367317954
1,5,19,52.17081055847519
1,5,20,46.047014537737745
1,5,21,46.2297764742978
1,5,22,49.435044023858815
1,5,23,40.81028362274269
1,5,24,37.96474199596596
1,5,25,36.7311448358738
1,5,26,31.20186046374399
1,5,27,55.33724277964193
1,5,28,36.3807498056699
1,5,29,41.67247825848537
1,5,30,41.33912020066648
1,5,31,44.844440186854605
1,5,32,47.89442327523578
1,5,33,48.162840930158474
1,5,34,39.50153536858637
1,5,35,41.99726971728153
1,5,36,44.695479702929795
1,5,37,41.50785324289872
1,5,38,52.644073456119955
1,5,39,45.94584970982951
1,5,40,47.4092667162989
1,5,41,46.977287612004474
1,5,42,50.040843144911946
1,5,43,44.086129352222244
1,5,44,35.21900831226492
1,5,45,45.39812771051585
1,5,46,39.091858637249025
1,5,47,39.82829990950146
1,5,48,46.51818411253056
1,5,49,50.42969842860182
1,5,50,43.12762946041637
1,5,51,44.85299807559378
1,5,52,53.21328966781143
1,5,53,44.44451907693141
1,5,54,58.61009868508237
1,5,55,46.39305787378927
1,5,56,32.43542344506509
1,5,57,47.52004972662719
1,5,58,45.286950309296664
1,5,59,50.738516524496475
1,5,60,47.03908810761975
1,5,61,42.16926409609736
1,5,62,35.65421058226381
1,5,63,41.74586045628385
1,5,64,37.8968772747442
1,5,65,39.516859301171664
1,5,66,46.531470426523654
1,5,67,53.01942702610844
1,5,68,45.36802917893789
1,5,69,35.8247016277889
1,5,70,45.667616009320845
1,5,71,50.17978891987391
1,5,72,39.341302574083706
1,5,73,42.19589699996249
1,5,74,43.08812916837518
1,5,75,38.29061012150656
1,5,76,46.88968260306316
1,5,77,42.27431110835331
1,5,78,45.51719466344217
1,5,79,37.6750469331874
1,5,80,40.37525019805954
1,5,81,47.33428814696663
1,5,82,40.763001087449396
1,5,83,53.36178310740043
1,5,84,40.602182886312384
1,5,85,44.34810835451132
1,5,86,48.59554499123854
1,5,87,34.48980560240181
1,5,88,32.43514712811535
1,5,89,33.84606211257943
1,5,90,50.575504620563095
1,5,91,39.68885112464532
1,5,92,58.34919571400951
1,5,93,39.61451440805567
1,5,94,44.107307819182225
1,5,95,52.252659715407255
1,5,96,55.036557328954736
1,5,97,55.369021459818384
1,5,98,50.250197383558856
1,5,99,49.144375154868776
1,5,100,46.5551616952071
