key1,key2,value
1,1,33.483570765056164
1,2,30.308678494144075
1,3,34.23844269050346
1,4,38.61514928204013
1,5,29.829233126383322
1,6,29.8293152152541
1,7,38.896064077536955
1,8,34.837173645764544
1,9,28.65262807032524
1,10,33.712800217929825
1,11,28.682911535937688
1,12,28.671351232148716
1,13,32.20981135783017
1,14,21.433598776711012
1,15,22.375410837434835
1,16,28.188562353795138
1,17,25.93584439832788
1,18,32.57123666297637
1,19,26.459879622393945
1,20,23.938481493323543
1,21,38.32824384460777
1,22,29.871118497567323
1,23,31.33764102343962
1,24,23.876259068932715
1,25,28.278086377374088
1,26,31.55461294854933
1,27,25.245032112888484
1,28,32.87849009172836
1,29,27.996806550405974
1,30,29.541531251033618
1,31,27.991466938853016
1,32,40.26139092254469
1,33,30.93251387631033
1,34,25.7114453552205
1,35,35.11272456051594
1,36,24.895781750144888
1,37,32.04431797502378
1,38,21.201649380601122
1,39,24.359069755507846
1,40,31.984306179345616
1,41,34.69233289997705
1,42,31.85684140594985
1,43,30.421758588058797
1,44,29.494481522053555
1,45,23.607390048162863
1,46,27.400778958026457
1,47,28.696806145201062
1,48,36.285611131094576
1,49,32.718091447842305
1,50,22.18479922318633
1,51,32.620419846973974
1,52,29.074588597918417
1,53,27.615389998470206
1,54,34.058381444204336
1,55,36.154997612479754
1,56,35.65640059558099
1,57,26.803912383886807
1,58,29.453938120743928
1,59,32.65631715701782
1,60,35.877725635611796
1,61,28.60412881077355
1,62,30.071705116680914
1,63,25.46832512996986
1,64,25.018966879596647
1,65,35.06262911197099
1,66,37.78120014285412
1,67,30.63994939209833
1,68,36.017664489460124
1,69,32.808180125238174
1,70,27.77440122697438
1,71,32.80697802754207
1,72,38.690182832329846
1,73,30.820869804450243
1,74,38.82321827907003
1,75,17.90127447955128
1,76,35.10951252187612
1,77,31.435235341190857
1,78,29.50496324767066
1,79,31.45880388267751
1,80,21.062155426995535
1,81,29.90164056081244
1,82,32.78556285755873
1,83,38.38947022370758
1,84,28.40864890863176
1,85,26.95753198553406
1,86,28.491214782077318
1,87,35.57701058851037
1,88,32.64375554829842
1,89,28.351198981164806
1,90,33.56633716556678
1,91,31.4853877467402
1,92,35.84322495266444
1,93,27.489734530613237
1,94,29.361689267011158
