key1,key2,value
1,1,42.18759428470456
1,2,52.32549563327552
1,3,66.4312838240657
1,4,45.07678240265176
1,5,51.49259929448844
1,6,44.52252005830955
1,7,68.88251139626949
1,8,65.49635245087624
1,9,51.53430868263817
1,10,52.28578970945473
1,11,53.84520734009715
1,12,65.1440983581343
2,1,64.29312153430855
2,2,41.947068004659315
2,3,60.54012984957484
2,4,43.19353058667569
2,5,42.346846028579606
2,6,62.432718268393515
2,7,47.14342933471627
2,8,46.1233832808179
2,9,64.29742438130363
2,10,57.62647852206206
2,11,67.60693175639676
2,12,62.1830737084567
3,1,60.99266158407931
3,2,38.5784338311174
3,3,64.21608334662884
3,4,61.69846182693538
3,5,69.83267400820606
3,6,55.99025932728052
3,7,60.8154330697873
3,8,55.76962715417569
3,9,72.02583608642566
3,10,57.827997962372855
3,11,43.40330073443114
3,12,69.63150938340311
