key1,key2,value
1,1,1.1578381150144212
1,2,0.07948332457812879
1,3,0.16396681098975097
1,4,1.314746328945045
1,5,1.130453847688179
1,6,0.6327396919534543
1,7,0.5215313912072657
1,8,1.3394519495396584
1,9,0.6283677255911522
1,10,0.5312290250627076
2,1,0.2617565642549129
2,2,1.291001577675299
2,3,0.914449145140904
2,4,1.8580366634110284
2,5,1.8714685748896467
2,6,0.018630913768492796
2,7,1.2423185109861856
2,8,1.125987291277892
2,9,0.19996249784917697
2,10,1.0752688082032547
3,1,1.0117693880975307
3,2,0.2649131407329346
3,3,0.6980176699290301
3,4,0.13758262812003852
3,5,0.48856883301626275
3,6,0.5699747824333135
3,7,0.8763691460154197
3,8,1.0864359245231736
3,9,0.6050342859577797
3,10,1.9677066205029645
4,1,1.6141998865302847
4,2,1.0578813852045401
4,3,1.3357264074251671
4,4,1.1092045649793556
4,5,1.8635120788721549
4,6,0.207173003836423
4,7,1.7562539299471842
4,8,0.5289318429742553
4,9,1.7794254140114183
4,10,1.4848333679619974
5,1,0.3108958195499809
5,2,0.5635125429157886
5,3,0.42125930961388613
5,4,0.6857605755865173
5,5,1.374994257602661
5,6,1.7058256307837947
5,7,1.0108181161959744
5,8,0.5022425041397882
5,9,1.8163180924371438
5,10,0.1015977873250613
6,1,1.2685688946183884
6,2,1.6586961787444385
6,3,0.08817352359810005
6,4,0.6671130772101763
6,5,0.2616393214034045
6,6,1.9595959076576719
6,7,0.3231639525477723
6,8,0.8836710237217011
6,9,1.4113348935199814
6,10,1.1218137295494928
7,1,0.22374776117867
7,2,1.8901018780932781
7,3,1.3820392475117529
7,4,0.298108570957039
7,5,0.07205627612166121
7,6,0.7384319690243835
7,7,1.1050501934899952
7,8,0.8595734257615435
7,9,0.08365771633771568
7,10,0.7293030306545121
8,1,1.8661760210413083
8,2,1.9443925300345208
8,3,0.07978975622243634
8,4,0.7156184645008523
8,5,1.364133376621153
8,6,1.333866821271086
8,7,0.7073572692292367
8,8,1.1197670382877394
8,9,1.7494254470821824
8,10,1.947674045274578
9,1,1.4989552222870786
9,2,1.8515276451391132
9,3,0.47347466445871733
9,4,0.32500353420087724
9,5,1.5997740598137933
9,6,0.35410474064076247
9,7,0.8245888207075946
9,8,0.358721326836414
9,9,1.8489745904830912
9,10,1.5647729922952633
10,1,0.8234263331031073
10,2,1.3398142585763935
10,3,1.4701150776557521
10,4,0.4963344822348015
10,5,0.3183956859614625
10,6,1.4025563762798252
10,7,0.7650834451938686
10,8,0.0774492153315729
10,9,0.9413800421719807
10,10,0.39914566005150376
11,1,1.83690380245899
11,2,0.6993168488918373
11,3,1.641072761943124
11,4,1.7426460717260164
11,5,0.44584709441161796
11,6,1.320066365497258
11,7,0.796931957129567
11,8,0.5572061220460078
11,9,0.13884150932563988
11,10,1.546653274880722
12,1,0.7022922581655044
12,2,1.0188113510560748
12,3,1.3590362367205273
12,4,1.6873223265441615
12,5,0.6622997364288141
12,6,0.05520107023927179
12,7,1.7540768231511206
12,8,0.5224303927804204
12,9,1.1611794674774156
12,10,1.9671011457661742
13,1,0.07651439470652543
13,2,1.1931425099754893
13,3,0.6913742233596005
13,4,1.5728563564073639
13,5,0.8727877677412159
13,6,1.9684716986331798
13,7,0.2312915680586609
13,8,1.7990094658223992
13,9,0.3801575490045921
13,10,0.08877306742646218
14,1,0.8721150309099446
14,2,1.0398406971331708
14,3,1.6130217394002078
14,4,1.3737142938290534
14,5,1.8805262407951067
14,6,1.4740753869806007
14,7,0.39407025820346875
14,8,0.8625947992499738
14,9,1.8977489719426286
14,10,1.8415417124360804
15,1,1.2463108198928183
15,2,1.3267749525310886
15,3,0.24925063132873548
15,4,1.8000936701941828
15,5,1.0142450080705383
15,6,1.3337858082114593
15,7,0.6523658097147997
15,8,1.394416828388798
15,9,1.1088249553335874
15,10,0.38368018598029496
