key1,key2,value
1,1,0.987031669779262
1,2,1.5115643150674756
1,3,1.7222058193333316
1,4,0.3056826386965221
1,5,0.3199640034449005
1,6,1.3609624269926541
1,7,1.1928180614639476
1,8,0.7695346233490001
1,9,1.1917768567222562
1,10,0.9360997755693545
1,11,0.5028282399636264
1,12,1.106451792430575
1,13,1.8848617227596196
1,14,1.360566820513037
1,15,0.2291034859673733
2,1,1.769576900258218
2,2,1.5017555991832194
2,3,1.5371974653148919
2,4,0.6803509460620905
2,5,0.5870002572948523
2,6,0.31631550868933944
2,7,0.0064906322034585795
2,8,1.4441841226198215
2,9,1.4393613377718484
2,10,1.9437761977402286
2,11,1.5239243981041293
2,12,1.0153633492086505
2,13,0.21282164559540995
2,14,1.250600387132835
2,15,1.6833386963449342
3,1,1.0153257639552684
3,2,0.39782220352946607
3,3,0.7478277051822959
3,4,0.32309807150630676
3,5,1.9069994953070055
3,6,1.8448681612365494
3,7,1.8369869887914045
3,8,1.197889168920458
3,9,0.9772114160578957
3,10,0.22373545064179012
3,11,0.7259615343618671
3,12,1.9706427578876244
3,13,1.6135496095942574
3,14,0.4789046206761176
3,15,0.4817431848944662
4,1,1.13471388737782
4,2,0.1575140965827322
4,3,1.4638151896892555
4,4,1.632046506840177
4,5,1.9559689873546684
4,6,1.0654123390590313
4,7,0.25152102304088264
4,8,1.3195016454947348
4,9,1.8936973594099817
4,10,0.3302539179482553
4,11,1.055347574836508
4,12,1.2131878349652578
4,13,1.9287258120149104
4,14,1.8578269860043537
4,15,1.510530393271611
5,1,1.3797352641992429
5,2,1.4258979456382437
5,3,0.7979845999948583
5,4,1.3433739192765661
5,5,0.7468410050585876
5,6,1.799228169285891
5,7,0.9029722827822595
5,8,0.4958112273320159
5,9,0.12805179265268984
5,10,0.04206852001411776
5,11,1.1078430448489596
5,12,1.176880228820702
5,13,0.014381677970187079
5,14,1.4156818930969082
5,15,0.1177475337526468
6,1,0.134800656220615
6,2,0.06282591610603627
6,3,0.6608569781609974
6,4,1.0283122396171782
6,5,0.556954527929094
6,6,0.9708289983009815
6,7,1.0784678627895092
6,8,1.4467051317619417
6,9,1.7647661502814753
6,10,1.1524232994417998
6,11,0.485994484791449
6,12,0.9459458858891874
6,13,0.8141199229718732
6,14,0.18865159298376444
6,15,1.3179654990293261
7,1,0.7085951331791076
7,2,0.8222045520994761
7,3,1.7276734967392064
7,4,0.10834237446434103
7,5,1.3069109765315832
7,6,1.2923595025899688
7,7,0.1212253481540273
7,8,1.4564271768823653
7,9,1.6011850217233976
7,10,0.218538064489608
7,11,0.38318014428330804
7,12,1.0725715078206888
7,13,0.28036459418954895
7,14,0.36697607157446654
7,15,0.9252561368019347
8,1,1.7489719081411599
8,2,0.15076977674857872
8,3,1.6160444894634052
8,4,1.7119337849367455
8,5,0.1958174564032007
8,6,1.304289787997044
8,7,1.08117587620061
8,8,0.02951571299130107
8,9,0.18652555236767188
8,10,1.5071310080393512
8,11,0.4727589810834989
8,12,0.812828115904944
8,13,0.962716835942079
8,14,1.729300788060431
8,15,1.8048857310210973
9,1,0.32927424280305373
9,2,0.004310756702852858
9,3,0.7808435151756263
9,4,1.8530361471186667
9,5,1.570258713588243
9,6,0.5704984578938406
9,7,1.393183007200325
9,8,1.461010634830932
9,9,1.5667230569685744
9,10,1.3237426239014904
9,11,0.973342823308659
9,12,0.37979573453527427
9,13,0.4354017968283499
9,14,0.1169665840145988
9,15,1.4714743575780869
10,1,0.12191514295303163
10,2,0.6272096195394585
10,3,0.10028467452790712
10,4,0.9535770342178698
10,5,1.8387742616641505
10,6,1.0622522705410826
10,7,0.11375915945736903
10,8,1.015656993986837
10,9,1.702685090688243
10,10,0.1370426654075847
10,11,0.13592172675151448
10,12,1.7236384039402588
10,13,0.8075511026365549
10,14,1.8831922544581787
10,15,1.1393508202763698
