key1,key2,key3,value
1,1,1,23.093890957775486
1,1,2,27.219509214879974
1,1,3,10.11197785691866
1,1,4,15.640814636430772
1,1,5,21.814571732014166
1,1,6,15.906679722525002
1,1,7,16.4752658302468
1,1,8,20.201098695388502
1,1,9,28.196650653169385
1,1,10,20.258257784974845
1,1,11,31.627409555783572
1,1,12,15.017937738725163
1,1,13,12.98462191621238
1,1,14,38.410763245769076
1,1,15,17.736334978675913
1,1,16,12.512703943422725
1,1,17,9.063568465825357
1,1,18,31.600827630471514
1,1,19,20.269563882719527
1,1,20,20.97032211946881
1,1,21,21.726386307306882
1,1,22,31.103543077358253
1,1,23,21.563761328192637
1,1,24,41.75243023066101
1,1,25,24.070084592433833
1,1,26,31.49427813566657
1,1,27,29.441918863235255
1,1,28,22.708421437935698
1,1,29,18.304232111836292
1,1,30,25.655711428532427
1,1,31,27.080789849658185
1,1,32,18.419311614987784
1,1,33,24.330710927605246
1,1,34,32.88963982607677
1,1,35,39.559581912557434
1,1,36,29.83495456279537
1,1,37,37.902077491042256
1,1,38,17.965006310348354
1,1,39,28.61505801647435
1,1,40,33.70815606865018
1,1,41,15.829333336224032
1,1,42,19.115279103639928
1,1,43,36.903238094682
1,1,44,15.19920915370448
1,1,45,12.270959738754314
1,1,46,35.22385258911609
1,1,47,32.57410579984351
1,1,48,26.456961951870156
1,1,49,22.63431396283338
1,1,50,19.491803955160144
1,1,51,25.25559099047241
1,1,52,35.6384556592124
1,1,53,24.908529009136608
1,1,54,40.33567413797573
1,1,55,15.816464114878157
1,1,56,22.842553965373845
1,1,57,20.015530658688675
1,1,58,14.318867654701338
1,1,59,21.775330135922758
1,1,60,26.33863441328352
1,1,61,27.19384143961624
1,1,62,40.36361743155645
1,1,63,26.715739757788477
1,1,64,32.20109442943693
1,1,65,23.528753970391808
1,1,66,36.42444480362076
1,1,67,42.18759428470456
1,1,68,27.248681047807597
1,1,69,15.05872787638735
1,1,70,18.609559817782653
1,1,71,25.255474425641296
1,1,72,26.651984282005166
1,1,73,28.58740107507498
1,1,74,26.68158144984033
1,1,75,23.05587933004751
1,1,76,17.910412470382973
